route,total_shipments,avg_tariff,avg_transit_days,delay_rate,total_revenue,avg_chargeable_wt,revenue_per_shipment,demand_score,pricing_action
Agra_to_Pune,35,422.9817142857143,3.2857142857142856,0.45714285714285713,17366.21,7.704285714285714,496.17742857142855,0.3421052631578947,Maintain current tariff
Agra_to_Raipur,34,421.2514705882353,2.8823529411764706,0.4117647058823529,17057.23,7.483235294117647,501.68323529411765,0.3157894736842104,Maintain current tariff
Agra_to_Ranchi,45,466.8702222222222,2.977777777777778,0.3333333333333333,24351.48,7.711333333333333,541.144,0.6052631578947367,Reduce tariff by 5-10% to gain more volume
Agra_to_Shimla,36,542.3422222222222,2.9444444444444446,0.3888888888888889,21881.96,8.73388888888889,607.8322222222222,0.36842105263157887,Maintain current tariff
Agra_to_Srinagar,43,505.4116279069768,3.511627906976744,0.5581395348837209,24455.28,8.423720930232559,568.7274418604651,0.5526315789473684,Maintain current tariff
Agra_to_Surat,45,475.2795555555556,2.6222222222222222,0.35555555555555557,24617.74,8.476,547.0608888888889,0.6052631578947367,Reduce tariff by 5-10% to gain more volume
Agra_to_Thiruvananthapuram,40,556.11275,3.025,0.325,24544.66,8.571,613.6165,0.4736842105263157,Maintain current tariff
Agra_to_Varanasi,40,494.84475000000003,2.9,0.4,22059.81,8.44075,551.49525,0.4736842105263157,Maintain current tariff
Agra_to_Vijayawada,37,459.2972972972973,2.972972972972973,0.3783783783783784,18963.72,7.84,512.532972972973,0.39473684210526305,Maintain current tariff
Agra_to_Vizag,36,525.1741666666667,3.361111111111111,0.5,21157.64,7.928055555555555,587.7122222222222,0.36842105263157887,Maintain current tariff
Ahmedabad_to_Agra,30,412.0566666666667,2.8333333333333335,0.36666666666666664,14437.8,7.2683333333333335,481.26,0.21052631578947367,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Amritsar,50,461.965,3.14,0.44,26343.260000000002,7.9486,526.8652000000001,0.7368421052631577,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Aurangabad,57,485.8650877192983,2.912280701754386,0.3684210526315789,31384.16,7.830175438596491,550.599298245614,0.9210526315789473,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Bangalore,41,428.8565853658536,3.024390243902439,0.3902439024390244,20223.43,7.673170731707318,493.25439024390244,0.5,Maintain current tariff
Ahmedabad_to_Bhopal,40,435.79049999999995,3.25,0.425,20086.16,8.177,502.154,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Bhubaneswar,39,437.1,3.0256410256410255,0.46153846153846156,19393.38,7.382051282051282,497.2661538461539,0.4473684210526314,Maintain current tariff
Ahmedabad_to_Chandigarh,31,429.59741935483873,3.161290322580645,0.3870967741935484,15608.21,7.764838709677419,503.4906451612903,0.23684210526315785,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Chennai,46,462.7965217391304,2.9347826086956523,0.32608695652173914,23705.24,8.068260869565217,515.3313043478262,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Coimbatore,40,450.05525,2.9,0.375,20257.93,8.17125,506.44825000000003,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Dehradun,40,497.32250000000005,3.025,0.45,22430.6,8.218250000000001,560.765,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Delhi,40,401.04724999999996,3.075,0.4,18548.17,7.1375,463.70424999999994,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Guwahati,32,457.04031249999997,2.78125,0.40625,16480.56,7.8253125,515.0175,0.26315789473684204,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Hyderabad,26,515.4669230769231,2.8461538461538463,0.2692307692307692,15128.73,8.483846153846155,581.8742307692307,0.10526315789473673,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Indore,35,476.2405714285714,2.6285714285714286,0.22857142857142856,18879.7,8.425142857142857,539.4200000000001,0.3421052631578947,Maintain current tariff
Ahmedabad_to_Jaipur,38,490.7605263157895,3.1315789473684212,0.47368421052631576,20973.84,8.411315789473685,551.9431578947368,0.42105263157894735,Maintain current tariff
Ahmedabad_to_Jamshedpur,43,438.826511627907,2.6744186046511627,0.2558139534883721,21534.89,7.534883720930233,500.8113953488372,0.5526315789473684,Maintain current tariff
Ahmedabad_to_Kochi,40,443.47524999999996,2.55,0.275,20239.12,7.7932500000000005,505.97799999999995,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Kolkata,45,412.1595555555556,2.911111111111111,0.3333333333333333,21892.66,7.1080000000000005,486.5035555555556,0.6052631578947367,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Lucknow,29,312.76068965517237,3.0,0.3103448275862069,10772.64,6.082758620689655,371.4703448275862,0.18421052631578938,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Ludhiana,36,470.7408333333333,3.388888888888889,0.5555555555555556,19552.510000000002,8.575277777777778,543.1252777777778,0.36842105263157887,Maintain current tariff
Ahmedabad_to_Meerut,33,424.4687878787879,2.515151515151515,0.2727272727272727,16235.289999999999,7.441515151515151,491.9784848484848,0.2894736842105262,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Mumbai,56,429.4680357142857,2.8214285714285716,0.39285714285714285,28312.64,7.53,505.5828571428571,0.894736842105263,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Nagpur,52,403.6373076923077,3.1923076923076925,0.5192307692307693,24435.48,7.108846153846154,469.9130769230769,0.7894736842105261,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Nashik,37,458.5432432432432,3.054054054054054,0.4594594594594595,18869.56,7.697567567567567,509.9881081081081,0.39473684210526305,Maintain current tariff
Ahmedabad_to_Patna,53,444.0492452830189,3.0754716981132075,0.4716981132075472,26821.87,7.918679245283019,506.07301886792453,0.8157894736842104,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Pune,31,445.32645161290327,2.903225806451613,0.3225806451612903,15695.24,8.397096774193548,506.29806451612905,0.23684210526315785,Increase tariff by 10-15% to improve margin
Ahmedabad_to_Raipur,40,384.787,3.225,0.5,17451.170000000002,6.60175,436.27925000000005,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Ranchi,36,440.13111111111107,2.888888888888889,0.3055555555555556,18713.67,8.23027777777778,519.8241666666667,0.36842105263157887,Maintain current tariff
Ahmedabad_to_Shimla,37,433.85432432432435,2.972972972972973,0.43243243243243246,18667.24,7.271891891891892,504.52000000000004,0.39473684210526305,Maintain current tariff
Ahmedabad_to_Srinagar,41,483.119512195122,2.926829268292683,0.43902439024390244,22617.3,8.361219512195122,551.6414634146341,0.5,Maintain current tariff
Ahmedabad_to_Surat,34,378.495,3.323529411764706,0.47058823529411764,15072.59,6.638235294117647,443.3114705882353,0.3157894736842104,Maintain current tariff
Ahmedabad_to_Thiruvananthapuram,40,405.9815,2.85,0.325,19015.52,7.1705,475.38800000000003,0.4736842105263157,Maintain current tariff
Ahmedabad_to_Varanasi,43,500.94790697674415,3.116279069767442,0.4186046511627907,24590.65,8.838604651162791,571.8755813953488,0.5526315789473684,Maintain current tariff
Ahmedabad_to_Vijayawada,48,435.0314583333333,2.9375,0.4166666666666667,24453.52,7.998958333333333,509.4483333333333,0.6842105263157894,Reduce tariff by 5-10% to gain more volume
Ahmedabad_to_Vizag,42,361.02880952380957,2.7857142857142856,0.38095238095238093,17933.52,6.877142857142856,426.98857142857145,0.5263157894736841,Maintain current tariff
Amritsar_to_Agra,51,474.88313725490195,2.9019607843137254,0.35294117647058826,27538.6,8.059019607843137,539.9725490196079,0.763157894736842,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Ahmedabad,27,464.51111111111106,2.7037037037037037,0.2962962962962963,14296.65,7.4003703703703705,529.5055555555556,0.13157894736842102,Increase tariff by 10-15% to improve margin
Amritsar_to_Aurangabad,42,427.4019047619048,3.0,0.42857142857142855,20497.73,7.694285714285714,488.0411904761905,0.5263157894736841,Maintain current tariff
Amritsar_to_Bangalore,37,423.3154054054054,2.918918918918919,0.35135135135135137,18588.13,7.963243243243243,502.38189189189194,0.39473684210526305,Maintain current tariff
Amritsar_to_Bhopal,24,470.06166666666667,2.7083333333333335,0.25,12889.12,8.337916666666667,537.0466666666667,0.05263157894736836,Increase tariff by 10-15% to improve margin
Amritsar_to_Bhubaneswar,39,396.7246153846154,3.2051282051282053,0.5128205128205128,18460.16,7.524871794871795,473.3374358974359,0.4473684210526314,Maintain current tariff
Amritsar_to_Chandigarh,53,464.7383018867925,2.9245283018867925,0.39622641509433965,28182.51,8.256037735849057,531.7454716981132,0.8157894736842104,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Chennai,36,445.97444444444443,2.8055555555555554,0.3888888888888889,18291.66,7.885555555555555,508.1016666666667,0.36842105263157887,Maintain current tariff
Amritsar_to_Coimbatore,24,462.3041666666666,3.4166666666666665,0.5833333333333334,12672.26,8.377916666666666,528.0108333333334,0.05263157894736836,Increase tariff by 10-15% to improve margin
Amritsar_to_Dehradun,47,421.95404255319147,3.276595744680851,0.5319148936170213,23521.71,7.599574468085106,500.461914893617,0.6578947368421051,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Delhi,36,468.0208333333333,2.6944444444444446,0.3333333333333333,19509.95,7.895555555555556,541.9430555555556,0.36842105263157887,Maintain current tariff
Amritsar_to_Guwahati,34,395.6244117647059,3.0294117647058822,0.47058823529411764,15928.39,7.169411764705882,468.48205882352937,0.3157894736842104,Maintain current tariff
Amritsar_to_Hyderabad,38,473.88500000000005,2.5,0.18421052631578946,20996.44,8.208684210526316,552.5378947368421,0.42105263157894735,Maintain current tariff
Amritsar_to_Indore,35,383.8237142857143,2.8,0.34285714285714286,15801.93,6.9554285714285715,451.4837142857143,0.3421052631578947,Maintain current tariff
Amritsar_to_Jaipur,43,458.1381395348837,3.046511627906977,0.3953488372093023,22133.34,7.817441860465116,514.7288372093024,0.5526315789473684,Maintain current tariff
Amritsar_to_Jamshedpur,41,441.33292682926833,3.268292682926829,0.43902439024390244,21025.23,7.503658536585365,512.810487804878,0.5,Maintain current tariff
Amritsar_to_Kochi,40,451.92425000000003,3.225,0.425,20733.87,8.039,518.3467499999999,0.4736842105263157,Maintain current tariff
Amritsar_to_Kolkata,44,401.89931818181816,3.227272727272727,0.4318181818181818,20711.18,7.423636363636363,470.70863636363634,0.5789473684210527,Maintain current tariff
Amritsar_to_Lucknow,33,467.7427272727273,2.6363636363636362,0.21212121212121213,17318.94,8.341515151515152,524.8163636363636,0.2894736842105262,Increase tariff by 10-15% to improve margin
Amritsar_to_Ludhiana,38,375.79315789473685,2.9473684210526314,0.5,16896.43,7.114473684210527,444.6428947368421,0.42105263157894735,Maintain current tariff
Amritsar_to_Meerut,37,436.9205405405405,2.972972972972973,0.40540540540540543,18479.44,7.535675675675676,499.44432432432427,0.39473684210526305,Maintain current tariff
Amritsar_to_Mumbai,46,468.34326086956526,2.782608695652174,0.32608695652173914,24088.52,7.295869565217392,523.6634782608696,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Nagpur,44,481.85386363636366,2.727272727272727,0.3409090909090909,24275.5,8.115681818181818,551.7159090909091,0.5789473684210527,Maintain current tariff
Amritsar_to_Nashik,39,528.6533333333333,3.2051282051282053,0.48717948717948717,22877.42,8.659230769230769,586.6005128205128,0.4473684210526314,Maintain current tariff
Amritsar_to_Patna,51,435.7886274509804,3.0,0.39215686274509803,25463.23,7.516078431372549,499.2790196078431,0.763157894736842,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Pune,50,472.74739999999997,2.7,0.32,27470.64,8.0632,549.4128,0.7368421052631577,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Raipur,32,457.950625,2.65625,0.28125,16942.57,8.2484375,529.4553125,0.26315789473684204,Increase tariff by 10-15% to improve margin
Amritsar_to_Ranchi,34,491.4479411764706,2.7058823529411766,0.23529411764705882,18799.920000000002,8.273235294117647,552.9388235294118,0.3157894736842104,Maintain current tariff
Amritsar_to_Shimla,50,480.0428,3.34,0.52,27320.89,7.8816,546.4177999999999,0.7368421052631577,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Srinagar,37,423.8518918918919,2.918918918918919,0.3783783783783784,18163.24,7.611891891891892,490.8983783783784,0.39473684210526305,Maintain current tariff
Amritsar_to_Surat,44,423.42977272727273,2.909090909090909,0.36363636363636365,21671.170000000002,7.973181818181818,492.52659090909094,0.5789473684210527,Maintain current tariff
Amritsar_to_Thiruvananthapuram,38,457.928947368421,3.4210526315789473,0.42105263157894735,19857.45,7.412894736842105,522.5644736842105,0.42105263157894735,Maintain current tariff
Amritsar_to_Varanasi,38,414.7928947368421,2.8684210526315788,0.34210526315789475,17953.06,6.983157894736842,472.4489473684211,0.42105263157894735,Maintain current tariff
Amritsar_to_Vijayawada,50,395.4266,2.8,0.34,23559.420000000002,7.1508,471.18840000000006,0.7368421052631577,Reduce tariff by 5-10% to gain more volume
Amritsar_to_Vizag,37,396.33621621621626,3.054054054054054,0.40540540540540543,16932.73,6.946486486486486,457.6413513513513,0.39473684210526305,Maintain current tariff
Aurangabad_to_Agra,31,440.7851612903226,3.161290322580645,0.3870967741935484,16076.08,8.37741935483871,518.5832258064517,0.23684210526315785,Increase tariff by 10-15% to improve margin
Aurangabad_to_Ahmedabad,42,465.45809523809527,2.619047619047619,0.2619047619047619,22496.97,7.895476190476191,535.6421428571429,0.5263157894736841,Maintain current tariff
Aurangabad_to_Amritsar,37,429.6951351351351,2.6486486486486487,0.32432432432432434,18376.09,8.076756756756756,496.6510810810811,0.39473684210526305,Maintain current tariff
Aurangabad_to_Bangalore,49,466.7481632653061,3.2653061224489797,0.4897959183673469,25949.39,7.386938775510203,529.5793877551021,0.7105263157894737,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Bhopal,32,444.31156250000004,2.96875,0.3125,16156.81,7.97,504.9003125,0.26315789473684204,Increase tariff by 10-15% to improve margin
Aurangabad_to_Bhubaneswar,39,481.55,3.0256410256410255,0.4358974358974359,20847.62,7.795128205128205,534.5543589743589,0.4473684210526314,Maintain current tariff
Aurangabad_to_Chandigarh,34,441.70794117647057,2.911764705882353,0.38235294117647056,17520.21,7.404411764705882,515.300294117647,0.3157894736842104,Maintain current tariff
Aurangabad_to_Chennai,30,424.9036666666667,3.0,0.36666666666666664,14628.18,8.004,487.606,0.21052631578947367,Increase tariff by 10-15% to improve margin
Aurangabad_to_Coimbatore,36,380.03305555555556,3.4166666666666665,0.5277777777777778,16001.18,7.40388888888889,444.4772222222222,0.36842105263157887,Maintain current tariff
Aurangabad_to_Dehradun,43,536.4846511627907,2.953488372093023,0.4186046511627907,26139.62,8.605116279069767,607.8981395348837,0.5526315789473684,Maintain current tariff
Aurangabad_to_Delhi,42,374.2297619047619,3.2857142857142856,0.5,19271.03,6.783333333333333,458.83404761904757,0.5263157894736841,Maintain current tariff
Aurangabad_to_Guwahati,46,427.91826086956524,3.217391304347826,0.5217391304347826,22723.83,7.471304347826087,493.99630434782614,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Hyderabad,33,415.6072727272727,2.696969696969697,0.24242424242424243,15988.61,7.304545454545455,484.50333333333333,0.2894736842105262,Increase tariff by 10-15% to improve margin
Aurangabad_to_Indore,36,470.81944444444446,3.2777777777777777,0.5,18930.16,7.778333333333332,525.8377777777778,0.36842105263157887,Maintain current tariff
Aurangabad_to_Jaipur,30,408.67199999999997,2.4,0.23333333333333334,14481.31,7.076333333333334,482.7103333333333,0.21052631578947367,Increase tariff by 10-15% to improve margin
Aurangabad_to_Jamshedpur,35,479.87857142857143,3.1142857142857143,0.37142857142857144,19186.39,7.920857142857144,548.1825714285715,0.3421052631578947,Maintain current tariff
Aurangabad_to_Kochi,35,376.02885714285713,2.6285714285714286,0.34285714285714286,15928.41,7.030571428571428,455.09742857142857,0.3421052631578947,Maintain current tariff
Aurangabad_to_Kolkata,40,371.839,2.6,0.275,16869.16,7.32625,421.729,0.4736842105263157,Maintain current tariff
Aurangabad_to_Lucknow,36,395.6688888888889,2.6666666666666665,0.3055555555555556,17050.5,6.8375,473.625,0.36842105263157887,Maintain current tariff
Aurangabad_to_Ludhiana,54,388.94537037037037,3.259259259259259,0.48148148148148145,25160.66,6.868333333333333,465.9381481481482,0.8421052631578947,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Meerut,42,433.43333333333334,2.6904761904761907,0.30952380952380953,21164.13,7.330952380952381,503.90785714285715,0.5263157894736841,Maintain current tariff
Aurangabad_to_Mumbai,39,393.6115384615385,3.5128205128205128,0.5641025641025641,17809.25,7.3194871794871785,456.6474358974359,0.4473684210526314,Maintain current tariff
Aurangabad_to_Nagpur,44,427.08272727272725,2.8863636363636362,0.3181818181818182,21883.21,7.507954545454546,497.3456818181818,0.5789473684210527,Maintain current tariff
Aurangabad_to_Nashik,41,413.2209756097561,2.7804878048780486,0.2926829268292683,19615.15,7.391219512195122,478.41829268292685,0.5,Maintain current tariff
Aurangabad_to_Patna,39,409.55974358974356,2.871794871794872,0.358974358974359,18236.87,7.314615384615384,467.61205128205125,0.4473684210526314,Maintain current tariff
Aurangabad_to_Pune,50,503.86940000000004,2.86,0.4,28960.21,8.4974,579.2042,0.7368421052631577,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Raipur,42,434.7185714285714,2.380952380952381,0.2857142857142857,20881.93,7.775,497.18880952380954,0.5263157894736841,Maintain current tariff
Aurangabad_to_Ranchi,30,472.32466666666664,2.7333333333333334,0.13333333333333333,16191.789999999999,8.882,539.7263333333333,0.21052631578947367,Increase tariff by 10-15% to improve margin
Aurangabad_to_Shimla,38,442.88157894736844,3.1315789473684212,0.42105263157894735,19722.32,7.612894736842105,519.0084210526315,0.42105263157894735,Maintain current tariff
Aurangabad_to_Srinagar,35,448.47457142857144,3.0,0.42857142857142855,18318.13,7.554285714285713,523.3751428571429,0.3421052631578947,Maintain current tariff
Aurangabad_to_Surat,44,441.85909090909087,3.0,0.4318181818181818,22143.32,7.904772727272728,503.2572727272727,0.5789473684210527,Maintain current tariff
Aurangabad_to_Thiruvananthapuram,47,414.0374468085106,2.723404255319149,0.2978723404255319,22837.33,7.570425531914894,485.9006382978724,0.6578947368421051,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Varanasi,26,451.14576923076925,2.8076923076923075,0.34615384615384615,13736.76,7.418461538461538,528.3369230769231,0.10526315789473673,Increase tariff by 10-15% to improve margin
Aurangabad_to_Vijayawada,53,444.967358490566,2.811320754716981,0.33962264150943394,27055.17,8.21811320754717,510.4749056603773,0.8157894736842104,Reduce tariff by 5-10% to gain more volume
Aurangabad_to_Vizag,32,424.9546875,3.0625,0.46875,15506.9,7.2321875,484.590625,0.26315789473684204,Increase tariff by 10-15% to improve margin
Bangalore_to_Agra,33,432.7081818181818,2.727272727272727,0.30303030303030304,16367.76,7.61121212121212,495.9927272727273,0.2894736842105262,Increase tariff by 10-15% to improve margin
Bangalore_to_Ahmedabad,43,370.58790697674414,3.1627906976744184,0.3953488372093023,18734.14,7.434418604651163,435.6776744186046,0.5526315789473684,Maintain current tariff
Bangalore_to_Amritsar,52,497.2394230769231,2.8461538461538463,0.3269230769230769,29615.61,8.391730769230769,569.5309615384615,0.7894736842105261,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Aurangabad,48,451.5229166666666,3.0833333333333335,0.4166666666666667,24695.23,7.9539583333333335,514.4839583333334,0.6842105263157894,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Bhopal,31,542.0606451612904,2.935483870967742,0.2903225806451613,19113.9,8.403225806451612,616.5774193548388,0.23684210526315785,Increase tariff by 10-15% to improve margin
Bangalore_to_Bhubaneswar,46,455.32130434782607,3.0434782608695654,0.41304347826086957,24544.27,7.834782608695652,533.5710869565218,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Chandigarh,38,455.6181578947369,3.1578947368421053,0.4473684210526316,19862.63,7.587894736842105,522.7007894736843,0.42105263157894735,Maintain current tariff
Bangalore_to_Chennai,37,404.95783783783787,3.027027027027027,0.35135135135135137,18130.44,7.2548648648648655,490.0118918918919,0.39473684210526305,Maintain current tariff
Bangalore_to_Coimbatore,46,375.6934782608696,3.3043478260869565,0.5434782608695652,20096.49,6.59,436.88021739130437,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Dehradun,42,493.7419047619048,3.119047619047619,0.40476190476190477,23840.37,8.137857142857143,567.6278571428571,0.5263157894736841,Maintain current tariff
Bangalore_to_Delhi,28,333.08,2.75,0.25,10784.109999999999,6.743571428571428,385.14678571428567,0.1578947368421052,Increase tariff by 10-15% to improve margin
Bangalore_to_Guwahati,39,467.5064102564103,2.923076923076923,0.41025641025641024,21020.1,7.772564102564102,538.9769230769231,0.4473684210526314,Maintain current tariff
Bangalore_to_Hyderabad,27,458.06703703703704,3.037037037037037,0.4074074074074074,14119.42,7.434444444444444,522.9414814814814,0.13157894736842102,Increase tariff by 10-15% to improve margin
Bangalore_to_Indore,40,483.96975000000003,2.725,0.275,21898.12,8.141,547.453,0.4736842105263157,Maintain current tariff
Bangalore_to_Jaipur,35,432.9445714285714,2.9714285714285715,0.42857142857142855,17338.07,8.014285714285714,495.3734285714286,0.3421052631578947,Maintain current tariff
Bangalore_to_Jamshedpur,46,438.7539130434783,3.0869565217391304,0.45652173913043476,23350.34,7.525652173913044,507.61608695652177,0.631578947368421,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Kochi,29,404.07448275862066,2.8275862068965516,0.3448275862068966,13748.08,7.184827586206896,474.071724137931,0.18421052631578938,Increase tariff by 10-15% to improve margin
Bangalore_to_Kolkata,35,440.42685714285716,3.057142857142857,0.4,17320.28,7.597142857142856,494.8651428571428,0.3421052631578947,Maintain current tariff
Bangalore_to_Lucknow,43,460.7472093023256,3.13953488372093,0.46511627906976744,21922.97,7.423488372093023,509.836511627907,0.5526315789473684,Maintain current tariff
Bangalore_to_Ludhiana,38,454.5852631578947,2.736842105263158,0.34210526315789475,19951.23,8.148947368421053,525.0323684210526,0.42105263157894735,Maintain current tariff
Bangalore_to_Meerut,41,438.25658536585365,2.7804878048780486,0.34146341463414637,20231.13,7.656585365853659,493.4421951219513,0.5,Maintain current tariff
Bangalore_to_Mumbai,34,391.7970588235294,2.676470588235294,0.3235294117647059,15442.19,7.039411764705882,454.1820588235294,0.3157894736842104,Maintain current tariff
Bangalore_to_Nagpur,34,447.15500000000003,2.911764705882353,0.38235294117647056,17261.44,8.305,507.6894117647058,0.3157894736842104,Maintain current tariff
Bangalore_to_Nashik,44,431.9540909090909,2.772727272727273,0.3181818181818182,22125.19,7.5609090909090915,502.84522727272724,0.5789473684210527,Maintain current tariff
Bangalore_to_Patna,43,454.7141860465116,3.4186046511627906,0.4883720930232558,22247.74,7.916279069767441,517.3893023255814,0.5526315789473684,Maintain current tariff
Bangalore_to_Pune,40,416.224,2.95,0.45,19320.05,7.8895,483.00124999999997,0.4736842105263157,Maintain current tariff
Bangalore_to_Raipur,52,462.9115384615385,3.173076923076923,0.4423076923076923,27709.08,7.9350000000000005,532.8669230769231,0.7894736842105261,Reduce tariff by 5-10% to gain more volume
Bangalore_to_Ranchi,41,416.960243902439,3.0,0.36585365853658536,20047.35,7.699999999999999,488.95975609756096,0.5,Maintain current tariff
Bangalore_to_Shimla,43,395.3448837209303,3.2790697674418605,0.5348837209302325,19525.59,7.4258139534883725,454.08348837209303,0.5526315789473684,Maintain current tariff
Bangalore_to_Srinagar,36,441.2527777777778,3.0555555555555554,0.5,17768.32,7.5427777777777765,493.56444444444446,0.36842105263157887,Maintain current tariff
Bangalore_to_Surat,43,503.63581395348837,2.744186046511628,0.3488372093023256,24530.24,8.675348837209302,570.4706976744186,0.5526315789473684,Maintain current tariff
